tweet,date_time,real_sentiment,real_distilbert_sentiment
"Pictures of the week — @GettyImages shares powerful moments from Paris and around the world: https://t.co/xWNbGQT562 https://t.co/EHJ4HzwiZm",20/11/2015 20:01,joy,positive
"Mahalo, @HokuleaWWV for sharing these seaworthy views of your #WorldwideVoyage: https://t.co/2PMunyDMEA https://t.co/8CQ4ICMhap",20/11/2015 00:30,joy,positive
"TV fans, we feel you. Via @Wired, see how the @OxfordWords Word of the Year is your most-Tweeted emoji about TV: https://t.co/S3dpIyZjAf",19/11/2015 19:39,joy,neutral
"Curtain up! For #LoveTheatreDay, companies are bringing audiences closer to the limelight — join us via #Showtime. https://t.co/FEDJKeKliq",18/11/2015 20:10,joy,positive
"Nature calling! Get outside on #TravelTuesday with these awesome views of Yosemite: https://t.co/lJrUwZX6Ta https://t.co/0O6vssiSLs",17/11/2015 21:56,joy,positive
"#DemDebate in Des Moines. See the Moment: https://t.co/0UvC9f5svM",15/11/2015 02:00,joy,neutral
"Acts of kindness happen on Twitter every day. Share your own examples with #KindTweets: https://t.co/jkGK36jLWY https://t.co/wSEtAnW2GF",13/11/2015 16:51,joy,positive
"Spotted a ScratchReel yet? Scrub back &amp; forth to help the @WSL surfer escape the tube! ⏪👆⏩ Only on Twitter, dude. https://t.co/Ajh8Rmjz7W",12/11/2015 18:22,joy,positive
"Today we honor those who have served around the world #VeteransDay #ArmisticeDay #RemembranceDay https://t.co/d1PW3O667W",11/11/2015 19:25,joy,positive
"As the Hindu festival of lights begins, see how the world is celebrating #HappyDiwali https://t.co/48zqQUbQLE https://t.co/HiTYBcGH2m",10/11/2015 18:52,joy,positive
"Life is a balancing act. Take it from the experts. 🐶 https://t.co/GURs9yMy4k https://t.co/g8K53dzFPt",09/11/2015 20:24,joy,positive
"The force is calling to you... Check out the first official TV spot for #StarWars #TheForceAwakens. https://t.co/tsKiEvZAK7",08/11/2015 15:00,joy,positive
"""Imagine what it would have been like if there had been Twitter when we landed on the moon"" -@TheRealBuzz #Apollo11 https://t.co/jUyjMFfPYF",07/11/2015 17:30,joy,positive
"""I think there's power in us telling our stories so that we remember we're not alone."" -@deray https://t.co/tylfDc8hL7",06/11/2015 23:55,joy,positive
"#FridayFeeling dance class is now in session: https://t.co/Ywe5c1lR2C https://t.co/muHBh35gap",06/11/2015 19:33,joy,positive
"Is today #NationalDoughnutDay? 🍩 https://t.co/5YBQ23jiYF 🍩",05/11/2015 23:12,joy,neutral
"See how people in the US are Tweeting about making their voices heard on #ElectionDay 🇺🇸 https://t.co/tS4R6PykWt",03/11/2015 19:16,joy,positive
"You can say a lot with a heart. Introducing a new way to show how you feel on Twitter: https://t.co/WKBEmORXNW https://t.co/G4ZGe0rDTP",03/11/2015 15:00,joy,positive
"#DaylightSavingTime immunity, captured in Tweets: https://t.co/HeYqyPX3S4 How'd you spend your extra hour?",01/11/2015 19:07,joy,neutral
"Catch the new way to get the best of the #WorldSeries Game 4 on Twitter: https://t.co/xX2XoQ6Jix https://t.co/Qc9McQOVCF",01/11/2015 00:22,joy,positive
"Checklist for a #HappyHalloween: 1) Put on costume 2) Tweet selfies 3) Don't eat all your candy at once https://t.co/YCRTUmQJ0o",31/10/2015 18:00,joy,positive
"Get the best of Twitter with play-by-play coverage of #WorldSeries Game 3 ⚾️ https://t.co/jSQewam4wf",31/10/2015 00:33,joy,positive
"Catch up on the week with pictures from sports, news and entertainment, via @GettyImages 📷 https://t.co/7DvhaT1fiY",30/10/2015 20:58,joy,positive
"Take a look back at the Pope's time in the US with a new way to get the best of Twitter. https://t.co/PY0EgeSXjl",30/10/2015 16:00,joy,positive
"Never miss a moment of the #WorldSeries. Explore the best of Twitter and follow Game 2: https://t.co/0mZw3ZKwA8 https://t.co/OeHuNg7rpX",29/10/2015 00:21,joy,positive
"14 innings. Inside-the-park home run. Sacrifice fly FTW. Here's hoping #WorldSeries Game 2 is just as wild: https://t.co/0mZw3ZKwA8",28/10/2015 23:01,joy,positive
"Out of this world: join astronauts @StationCDRKelly and @astro_kjell on a morning spacewalk: https://t.co/ZVoAWWonao https://t.co/cRDiB8qbEC",28/10/2015 18:18,joy,positive
"Home runs, strikeouts, close calls, and more — catch the new way to get the best of the #WorldSeries on Twitter. https://t.co/DkuQ9Q74ug",28/10/2015 00:25,joy,positive
"The first pitch of the @MLB #WorldSeries is in 1 hour! See how teams &amp; fans are getting pumped for the big game: https://t.co/ZMBHIKWFbf",27/10/2015 23:01,joy,positive
"Halloween costume goals, courtesy of #HowloweenPets 🎃 https://t.co/f6W4aA8XW1",27/10/2015 17:45,joy,positive
"Hey batter, batter! The 2015 @MLB #WorldSeries starts tomorrow. Who do you think will win it all? ⚾️",26/10/2015 23:22,joy,neutral
"Celebrate the @UN's 70th birthday by going around the world on Twitter with #UN70 https://t.co/OpjyZH2lrO",24/10/2015 16:30,joy,positive
"Via @WIRED, scientists prove no place is too distant to Tweet from: https://t.co/1aXtujxG0S 🌏",23/10/2015 23:01,joy,positive
"Museums on the move: cultural institutions around the world bring their collections to life in GIFs https://t.co/Frco5VrhD1",22/10/2015 22:34,joy,positive
"On #BackToTheFutureDay, what's the best response to finally reaching 10/21/15?",21/10/2015 14:10,joy,neutral
"Coming soon! We're rolling out the ability for everyone to create polls on Twitter: https://t.co/pH5a8q9Ujz https://t.co/ijAKEMUdf1",21/10/2015 14:01,joy,positive
"On #TravelTuesday, take a moment for wanderlust and explore Peru's Machu Picchu. https://t.co/2VhCt0fibw",20/10/2015 21:33,joy,positive
"Take flight with three new @starwars Twitter emojis and see what fans are saying about #TheForceAwakens trailer. https://t.co/wXxgyQHfEG",20/10/2015 02:12,joy,positive
"We're giving back today around the world. #FridayForGood https://t.co/dhibZ5qXQU",16/10/2015 22:13,joy,positive
"See which moments drove the most chatter during last night's #DemDebate. http://t.co/8p0Mz9uxc7",14/10/2015 17:08,joy,neutral
"Welcome @omidkordestani, our Board's new Executive Chairman!",14/10/2015 13:02,joy,neutral
"We're celebrating the world's first computer programmer, Ada Lovelace, on #AdaLovelaceDay. https://t.co/MQI9M3RTvK",13/10/2015 21:39,joy,positive
"Yesterday's sunrise is today's #MondayMotivation ☀️ How's your view today? https://t.co/ZGrDRaBAfZ",12/10/2015 15:46,joy,positive
"Now trending: zombie fever. Follow along for live updates about #TheWalkingDead straight from the show, cast &amp; more: https://t.co/mA4pPxWIou",12/10/2015 00:46,joy,neutral
"Dive into your weekend (no parachute required). https://t.co/VqtHvRhXci",09/10/2015 22:16,joy,neutral
"Your phone shouldn't have all the fun. Videos can now be uploaded to Twitter via web! 🎬 https://t.co/4Q4rpzUmPh http://t.co/AdqK2U9SRQ",08/10/2015 20:35,joy,positive
"Give your squad a new look. You can now update your group avatar for Direct Messages! http://t.co/ufSVw3YMfL",08/10/2015 19:22,joy,positive
"When the earth moves, people Tweet. See how the @USGS uses Twitter data to track earthquakes: https://t.co/cKWZVnRbA9",08/10/2015 17:39,joy,neutral
"Hockey is back! Join the @NHL conversation w/ #NHLFaceOff as the puck drops on a new season: https://t.co/4MxJQWEztB http://t.co/Mz94BcaItH",08/10/2015 00:09,joy,positive
"That time @arkellsmusic used over 60 Vines to create a music video 🎥 https://t.co/v4aU41IWAA",07/10/2015 20:16,joy,positive
"LIVE on #Periscope: The Moments team takes you behind the scenes of today's launch. https://t.co/5g7TQ5myNh",06/10/2015 16:00,joy,positive
"Learn more about Moments today on @periscopeco, straight from the team bringing you the best of Twitter. #AskMoments http://t.co/xjIkFHZRul",06/10/2015 15:00,joy,positive
"Not yet seeing the Moments tab? We're rolling out over the next few hours, first in the US and soon to other places around the world. ⚡️",06/10/2015 13:56,joy,neutral
"New! Find the best of Twitter in an instant with Moments: https://t.co/QAKGUSVBbT http://t.co/KAjfkysVKC",06/10/2015 13:03,joy,positive
"Emojis are already a big deal in Direct Messages. We just made them bigger. Send super-sized emojis today! http://t.co/4mBLKRQGNL",05/10/2015 19:09,joy,positive
"See how everyone is 😀😺😊 on #WorldSmileDay: https://t.co/DZRe8PqL9h http://t.co/GyLyS0b1fP",02/10/2015 20:31,joy,positive
"Today @Snowden joined Twitter, and here's the world's response. http://t.co/d6HgVvdRsf",29/09/2015 19:14,joy,neutral
"Steven Spielberg and @tomhanks are answering your questions today! Follow along at 2:30pm ET with #AskBridgeOfSpies. https://t.co/5AenDQLWIw",28/09/2015 18:05,joy,positive
"33 years in the making, see how tonight's #SuperBloodMoon viewing party unfolded on Twitter: https://t.co/WsCLPtVCYS http://t.co/8c0nqPyVQc",28/09/2015 01:48,joy,positive
"Happy #NationalPunctuationDay. Make your marks. http://t.co/dWyL2RnCfG",24/09/2015 19:14,joy,neutral
"Twitter is expanding to 6 more languages. Here's how to get involved w/ our @translator team: https://t.co/jjolbjapBX http://t.co/TDvoPRvpoS",23/09/2015 23:07,joy,positive
"Dear Southern Hemisphere, Your turn for long days and warm weather. Love, Northern Hemisphere https://t.co/RkSANYoKT6 http://t.co/B71Hf26DUX",22/09/2015 23:28,joy,neutral
"Smart question, great answer! See more #SmartGirlsAsk Q's with your #Emmys favorites on @smrtgrls &amp; @TelevisionAcad. https://t.co/3GqtiRoB07",21/09/2015 00:46,joy,positive
"To mark #AstronomyDay, stargaze w/ these accounts &amp; suit up w/ @StationCDRKelly for a #TweetChat today at 12:45pm CT. http://t.co/54VVlyaMUu",19/09/2015 17:01,joy,positive
"#LoveWins was the biggest moment on Twitter this summer. See the whole list, via @people: http://t.co/90xzlFqsiv http://t.co/Z6thym9tdQ",18/09/2015 21:30,joy,positive
"The Rugby World Cup kicks off tonight in England! Follow all the action with #RWC2015: https://t.co/wXw89ewK4y http://t.co/kFxCCZJTBM",18/09/2015 18:14,joy,positive
"We're partnering w/ @smrtgrls &amp; @TelevisionAcad to ask your Q's on the #Emmys red carpet. Ask now w/ #SmartGirlsAsk! http://t.co/69G7W72u7Z",17/09/2015 21:06,joy,positive
"Here's what everyone was talking about most during last night's #CNNDebate. http://t.co/n2TyhV70BO",17/09/2015 17:45,joy,neutral
"Ready for some fun? Tweet #ShareaCoke to help set a new @RecordSetter record for the world's largest cheers. *clink!* http://t.co/9UmY5WrVKE",17/09/2015 16:01,joy,positive
"Want a #NYFW front row seat? The #RLRunway Collection show is streaming on @periscopeco now! https://t.co/pSTA3gEds1 http://t.co/KviGaSoj8A",17/09/2015 14:34,joy,positive
"Hi @IStandWithAhmed, we 💙 building things at @twitter too. Would you consider interning with us? We'd love it — DM us! #IStandWithAhmed",16/09/2015 21:29,joy,positive
"See how the conversation about #IStandWithAhmed is unfolding on Twitter: http://t.co/s9SS2MnVEB http://t.co/u3zHneUJDZ",16/09/2015 17:28,joy,positive
"Most users on an updated Android device will soon receive Highlights notifications. Get started! https://t.co/uYISnMFRwN",16/09/2015 14:31,joy,neutral
"Today we're rolling out Highlights on Android globally — delivering the most interesting content tailored for you. http://t.co/z49Y0j6vRt",16/09/2015 14:30,joy,positive
"🇺🇸 💰 📲 https://t.co/LMsW62WQv3",15/09/2015 16:17,joy,neutral
"Happening now! Join @ladygaga as she broadcasts live from #NYFW. https://t.co/Tts7CUuD3U",15/09/2015 01:36,joy,positive
"We're partnering w/ @smrtgrls &amp; @TelevisionAcad to ask your Q's on the #Emmys red carpet. Tweet w/ #SmartGirlsAsk! http://t.co/CESNrdo5P3",14/09/2015 20:15,joy,positive
"From the first #kickoff to the final #touchdown, football begins tonight! Score an extra point with these emoji. http://t.co/C1FkW6JfbK",11/09/2015 00:02,joy,positive
"As @Pontifex prepares for his first trip to the US, @AP goes behind the papal Tweets: http://t.co/EgqoPzssd5 http://t.co/ynRDvyDlyo",10/09/2015 19:05,joy,positive
"Accessorize your Tweets for New York Fashion Week. #NYFW: so hot right now. https://t.co/Ch4lU7k2Si",09/09/2015 22:13,joy,positive
"Share puppies, share love, share puppy love...directly. What will you share in a Direct Message? Video by @yelldesign http://t.co/xPqqqWtEBr",09/09/2015 16:30,joy,positive
"Starting today, our iPad &amp; iPhone apps will look and feel more alike. Here's how we did it: https://t.co/Hunu1nmh1A http://t.co/Beou4by2YH",09/09/2015 01:02,joy,positive
"Readers unite today on Twitter for #InternationalLiteracyDay 📚 Join in! https://t.co/DH49tInXzb",08/09/2015 19:57,joy,positive
"Learn the story behind #BuyPens and how one Tweet can make a difference. https://t.co/knAHRwgtsY",07/09/2015 18:09,joy,positive
"We're adding who to follow to iPhone &amp; Android home timelines to show interesting accounts: https://t.co/KrkEZKz64S http://t.co/PLHDJsMbBH",04/09/2015 21:30,joy,positive
"See how the world is Tweeting about #RefugeesWelcome: https://t.co/1LDwuN6pwT http://t.co/1GOhSufmeJ",03/09/2015 18:07,joy,positive
"Egg-cellent news 🍳 https://t.co/qik4abYMDe",02/09/2015 21:05,joy,neutral
"Miss the #VMAs? Catch up on great moments from @Pharrell, @taylorswift13 and many others: https://t.co/RfFxtfRWT7 http://t.co/4xaK1kC2VL",31/08/2015 19:02,joy,positive
"We can't reach our goals alone. #JoinTheFlock to help us better serve people around the world: https://t.co/03b9Y1lhQf",28/08/2015 16:04,joy,positive
"We're setting new diversity goals, and making them public: https://t.co/YK1bCVs24j",28/08/2015 16:03,joy,positive
"Cowabunga, dude 🐢🍕 https://t.co/KIhsePvIyh",27/08/2015 22:12,joy,neutral
"Starting today, you can pin a Tweet to your profile from iOS and Android. Go ahead, make a statement. 📌 http://t.co/iK31aIsK6U",27/08/2015 20:51,joy,positive
"We're giving the iPhone app a cleaner, simpler look. More to come! http://t.co/D67z1Kmhkb",27/08/2015 16:10,joy,positive
"We've simplified sharing Tweets in Direct Messages on Android. Share more with fewer taps! http://t.co/Ww4WU5kiQt",25/08/2015 21:01,joy,positive
"Bring some birthday joy to your profile. New today: add your birth date from our Android app. http://t.co/K7qa9hy1EO",25/08/2015 19:45,joy,positive
"Direct Message notifications are now available on web. Opt in here to never miss a message: http://t.co/LO2Sgjrctb http://t.co/HwxwcBteVJ",24/08/2015 17:57,joy,positive
"#LoveWhereYouWork @TwitterAlas @blackbirds @womeng https://t.co/A6DkyX2101",21/08/2015 23:45,joy,positive
"You got it, @google. We'll bring the Tweets. 🎉",21/08/2015 17:31,joy,positive
"Long DM's for all! The update is now available to everyone. Take it from @dschwen, don't hold back. http://t.co/PQgxQxnFiq",19/08/2015 18:35,joy,positive
"Your Tweets inspire: https://t.co/tGQTLiG2FZ #MakeLifeBetterIn3Words http://t.co/qAFRJJZCM0",18/08/2015 18:09,joy,positive
"Happening now: Follow @IliadLive as they live-Tweet the battles and divine interventions of Homer's The #Iliad. https://t.co/fePLikaU6j",14/08/2015 19:15,joy,positive
"Direct Messages now go beyond 140 characters. Go long, express yourself, wax poetic: https://t.co/zr2lnTfOI7 http://t.co/o4eSv6Wv5u",12/08/2015 17:10,joy,positive
"Tune in now to hear from @kayvz, co-founder and CEO of @periscopeco 📡 https://t.co/KDlXyezP29",12/08/2015 16:36,joy,positive
"See how Twitter is roaring for the king of the jungle on #WorldLionDay &amp; giving #5forBigCats: https://t.co/vC8ccI2GQK http://t.co/NomKrfnKIA",10/08/2015 20:57,joy,positive
"#NationalSmoresDay makes us melt. See which state has s'more of an appetite on Twitter. http://t.co/wYEtZPnRcA",10/08/2015 18:39,joy,neutral
"Miss last night's #GOPDebate? Via @gov, see the most-Tweeted moment for each candidate. https://t.co/A6rz5ZR20g",07/08/2015 18:11,joy,neutral
"With 365 days to go, see how Twitter is counting down to the Rio 2016 Olympics: https://t.co/m1CDVa6qcb #RoadToRio http://t.co/GQBap94Zig",05/08/2015 17:27,joy,positive
"In case you missed it, we've made updates to our homepage to give U.S. web visitors even more relevant and real-time Twitter content.",03/08/2015 22:45,joy,neutral
"Tweet poems you like at #TwitterPoetryClub prose, sonnets and more Via @bustle, learn how to wax poetic on Twitter: http://t.co/vItyyGqX7R",03/08/2015 20:09,joy,positive
"BFF. Buddies. Besties. No matter how you say it, we're better together: https://t.co/YRm4giQidY #FriendshipDay http://t.co/JBAuRhKkbK",30/07/2015 20:46,joy,positive
"Introducing profile previews on web! Hover over an account's avatar to follow, unfollow or read their bio. http://t.co/1r8W4hkf7o",29/07/2015 21:25,joy,positive
"Windows PC &amp; tablet users now have a Twitter experience optimized exclusively for #Windows10: https://t.co/sLs0UXBIF3 http://t.co/gKEz6T8wmG",29/07/2015 16:28,joy,positive
"Congratulations @GirlsWhoCode graduates! https://t.co/8YEB1TUoNK",24/07/2015 02:26,joy,positive
"It's #WorldEmojiDay and we're all 😍😃😂. Check out the best of 🎨🍟😸 on Twitter: https://t.co/LBpHkuiU1g http://t.co/euy6Z8HSB7",17/07/2015 21:22,joy,positive
"We've added more sharing options so iPhone users on iOS 8 can easily send the best of Twitter across apps &amp; AirDrop! http://t.co/qwHvQzEjKg",15/07/2015 16:10,joy,positive
"We've updated Summary Cards! iOS &amp; Android users will start seeing more detail about web content in their timelines. http://t.co/gZv2B6vham",14/07/2015 21:35,joy,positive
"Nine years and billions of miles later, Twitter is over the moon for today's #PlutoFlyby! https://t.co/bBD2y5oe65 http://t.co/5mVcoqDd1x",14/07/2015 18:37,joy,positive
"Go strap yourselves in, a new @starwars Twitter emoji is here! #lightsaber https://t.co/hyMwdXnV1P",10/07/2015 16:18,joy,positive
"What are the top songs of summer, according to your Tweets? Find out via @WSJspeakeasy, we think it's 🎵 Worth It 🎵: http://t.co/hwrhbJOU5A",09/07/2015 23:11,joy,positive
"Ready to geek out on entertainment's biggest stars, real &amp; imagined? Tune in to Twitter for the best of @Comic_Con: https://t.co/0hQtZ8fZRz",09/07/2015 16:13,joy,positive
"Party on! Share your birthday celebration by adding your birth date to your Twitter profile: https://t.co/rTSktq9FMm http://t.co/lTFnIZHJbK",06/07/2015 18:35,joy,positive
"Counting down to kickoff? Cheer on your favorite #FIFAWWC team during today's final with #USA &amp; #JPN country emojis. http://t.co/jYGXwdXemh",05/07/2015 22:00,joy,positive
"Explore the Spanish city of Jun, a town using Twitter to administer public services (via @guardian): http://t.co/UqSaA5aFBY",02/07/2015 22:04,joy,positive
"Keep your eye on that reply! When replying to a Tweet, you can pull down to see the original Tweet. http://t.co/iVcYve0Vmr",02/07/2015 18:16,joy,positive
"Celebrate true colors, today and always. #Pride https://t.co/hYohn7JJdk",28/06/2015 16:58,joy,positive
"We're furthering our commitment to increasing gender equality in partnership with #HeForShe: http://t.co/yKMHW4Cjvf http://t.co/dESAtKwqLF",18/06/2015 18:13,joy,positive
"Today we celebrate #dads on Twitter. Here's what they say when they Tweet about fatherhood: https://t.co/lxO6a6ndev http://t.co/Wq2wbykmDz",18/06/2015 16:39,joy,positive
"See more, tap less - videos now autoplay on Twitter! Your thumbs deserve a break. 👍 https://t.co/l73nC6Eq4o",16/06/2015 15:16,joy,positive
"All these Tweets of food are making us hungry. Devour this delicious recap from #FoodFriday: https://t.co/zPRMDv7l4g http://t.co/h0BSbwwLjc",12/06/2015 19:18,joy,positive
"Our CEO, @dickc, will step down as CEO, and we'll welcome @jack as Interim CEO on July 1 #TWTRannouncement: http://t.co/q8Ygg91jzc",11/06/2015 20:10,joy,neutral
"New! Capture, share and expand your view of the world with landscape video on Twitter: https://t.co/BGLNEWaCjI http://t.co/tZoZaJliiw",10/06/2015 19:26,joy,positive
"Whether you're at the beach or the office, celebrate #WorldOceansDay with a waterfront view: https://t.co/WMmnmZmNtQ https://t.co/Ty4fuigETR",08/06/2015 20:34,joy,positive
"It's now easier to follow conversations on http://t.co/SlNTFacp9A. Fire up those replies! https://t.co/bsKif5Er1Z http://t.co/d8OcSk6Ld0",08/06/2015 19:16,joy,positive
"New today on our iPad app: now you can message groups, view more of your message history and share Tweets privately. http://t.co/0Jw0eAJ0uy",03/06/2015 19:04,joy,positive
"Tuning in to #Eurovision tonight? Support your favorite songs during the Grand Final with country hashflags. http://t.co/5hWDaXKyMt",23/05/2015 16:22,joy,positive
"Yesterday we opened the @NeighborNest, our local community center for tech and learning: https://t.co/dsCVJRzHPS http://t.co/ggWou3IJQi",21/05/2015 23:35,joy,positive
"Watch @RollingStones today on @periscopeco and see the #StickyStones show come to life! http://t.co/BOanm8KTu7",20/05/2015 17:03,joy,positive
".@google We're feeling lucky. 👊 Tweets will now show up in Google Search: https://t.co/3zMZ3OoAfu http://t.co/NJI5oYkZS1",19/05/2015 18:24,joy,positive
"Welcome, Mr. President! 🇺🇸 https://t.co/JXHxgJNVdB",18/05/2015 17:55,joy,positive
"The #TwitterFiction Festival begins today! Follow along as authors Tweet fiction all week: https://t.co/ejrvTfXgEX http://t.co/OlGVLA93rU",11/05/2015 16:06,joy,positive
"As we approach #MothersDay, here's to one of our favorite communities on Twitter: #moms https://t.co/GKkrODybRW http://t.co/3rn6dOdJ1V",07/05/2015 17:09,joy,positive
"Tune in for Aha! moments from @Oprah on @periscopeco. https://t.co/gCLpLHKB43",06/05/2015 21:16,joy,positive
"Happy #StarWars Day! See how fans are celebrating a galaxy far, far away: https://t.co/QiNHyCKulZ #MayThe4thBeWithYou http://t.co/ASkT8xMAL8",04/05/2015 22:18,joy,positive
"Happy 3rd anniversary #TBT! See how ""Throwback Thursday"" cemented its status as a weekly Twitter tradition: https://t.co/IhGdmShWH6",30/04/2015 17:26,joy,positive
"We've agreed to acquire @tellapart to accelerate direct response advertising. https://t.co/GygvXRnKpj",28/04/2015 19:41,joy,neutral
"Introducing Highlights. Get the best of Twitter every day, sent to your Android device: https://t.co/9ZUWgX9lcC http://t.co/sYuu7YUO4D",23/04/2015 16:26,joy,positive
"Celebrate #EarthDay2015 with these beautiful photos and videos of Mother Nature at her best: https://t.co/lqx0QEpio2 http://t.co/zyBDfQ1q4l",22/04/2015 17:54,joy,positive
"Using Direct Messages to take public conversations private is now easier than ever. Learn about today's updates: https://t.co/odYiGMvLcs",20/04/2015 17:46,joy,positive
"Please read our updated Terms (http://t.co/Z9WvxIi0Yt), Privacy Policy (http://t.co/uVZBuWspC3) and FAQs (https://t.co/iNlhrqetLS).",17/04/2015 16:00,joy,neutral
"The Force is strong w/ #StarWarsEmojis. Use these hashtags &amp; they'll appear: #StormTrooper #BB8 #C3P0",17/04/2015 15:00,joy,positive
"Learn more: https://t.co/5O9wOpKt3d",16/04/2015 16:21,neutral,neutral
"Celebrate @starwars #TheForceAwakens &amp; #SWCA with one of three new #StarWarsEmojis on Twitter. Now introducing: #C3PO http://t.co/o7Q7XJbYob",16/04/2015 16:03,joy,positive
"Starting today, U.S. web visitors now have access to great Twitter content on our homepage: https://t.co/HArwPMJ9iS http://t.co/e8QK5i8yF8",15/04/2015 17:34,joy,positive
"Looking for travel inspiration? @RWVoices has 35 Twitter accounts you should follow for travel tips, deals and more: http://t.co/KnsPqTPIdw",13/04/2015 19:08,joy,positive
"New! iPhone users can now upload and share slow-motion videos. Enjoy your favorite moments just a liiiittle longer... http://t.co/Jig6Tyt9HY",08/04/2015 21:36,joy,positive
"Today, we're updating trends on mobile. You can now find trends in the search page. Learn more: https://t.co/QWBgWXhWzg",08/04/2015 17:49,neutral,neutral
"Say more with revamped quote Tweet! Rolling out on iPhone and web, coming soon to Android. https://t.co/Bcl3E859ne http://t.co/fioAPPi0nW",06/04/2015 23:38,joy,positive
"#CherryBlossoms are blooming on Twitter. Explore photos and videos from around the world: https://t.co/tJRqXLo4v4 🌸 http://t.co/eM0Xz2ma8m",03/04/2015 22:04,joy,positive
"But first, let me take a #Twelfie: https://t.co/e53mYGjw9f http://t.co/rxmJMPh4a4",01/04/2015 16:13,joy,positive
"Join @TwitterMusic on @periscopeco for a live broadcast w/ @RingoStarrMusic. Get the app now: https://t.co/Vl3S6SERk2 http://t.co/pr7YBSNGJI",31/03/2015 19:30,joy,positive
"How the @ICC Cricket World Cup played out on Twitter across the world: https://t.co/8zgrLGb3FE #CWC15 http://t.co/5cN5bLck11",31/03/2015 04:07,joy,positive
"Introducing @periscopeco, a new app to share &amp; experience live video from your mobile phone: https://t.co/Vl3S6SWsIC http://t.co/suYRezE5pb",26/03/2015 14:03,joy,positive
"Coming soon! We're working with @foursquare so you can tag specific locations in Tweets: https://t.co/MwlLz5Pfvq http://t.co/jATzXvbuV6",23/03/2015 16:52,joy,positive
"We're looking forward to #MuseumWeek 2015 with 2200 museums participating in 64 countries: https://t.co/0a02GAJRui http://t.co/5RATRX0rrl",22/03/2015 20:11,joy,positive
"We consulted the experts, and there's only one thing left to do for our 9th birthday. #ThankYou https://t.co/PTewI5s5yn",21/03/2015 17:06,joy,positive
"9/9: We're amazed at how far we've traveled together. #ThankYou for an incredible nine years. https://t.co/tfVZIO34ZR",20/03/2015 16:17,joy,positive
"8/9: And we continue to be captivated by what you create and Tweet every day. http://t.co/OliugZpS7Z",20/03/2015 16:16,joy,positive
"7/9: Over the years, you've shared what you care about with people around the world. https://t.co/NFTgbg334E http://t.co/wWDVjcTOI4",20/03/2015 16:15,joy,positive
"6/9: Together, we followed those moments as they turned into movements. http://t.co/O9XZ836Pox",20/03/2015 16:14,joy,positive
"5/9: As people shared what was happening in the moment, the world watched breaking news unfold in real time. http://t.co/mgJiBLssiL",20/03/2015 16:13,neutral,neutral
"4/9: Adding to our global community, world leaders also joined the conversation. http://t.co/Gd5iPyzAad",20/03/2015 16:12,neutral,neutral
"3/9: And Twitter became a place for all kinds of voices, big and small. https://t.co/qGK1ZHSoJb",20/03/2015 16:11,joy,positive
"2/9: Right away, you began giving us great ideas to help make Twitter better. https://t.co/upTBCki2pf",20/03/2015 16:10,joy,positive
"1/9: Nine years ago, it all started with a Tweet. https://t.co/4WkQb6ZuGP http://t.co/49pLA4A1Jj",20/03/2015 16:09,joy,positive
"Today we're introducing bigger photos to make browsing profiles on Twitter for iPhone even more fun. http://t.co/iXrKT2p7JK",11/03/2015 20:00,joy,positive
"We're rolling out new profiles on Twitter for Android: it's now easier to view bios, Tweets and photos. https://t.co/MMnvuuHaxh",10/03/2015 18:28,joy,positive
"We're excited Twitter will be one of the apps users can experience when Apple Watch becomes available on April 24. http://t.co/jR0qlwjgDy",09/03/2015 19:02,joy,positive
"For International Women’s Day, we reflect on the powerful voices speaking up for women's rights on Twitter: https://t.co/ArUL4dBZmD #IWD2015",06/03/2015 18:33,joy,positive
"We’re honored to be included on @FortuneMagazine’s #100BestCos list. Learn more: http://t.co/G8MQWYsN57 #JoinTheFlock",05/03/2015 13:23,joy,positive
"Via @dailymuse, ""5 ways Twitter can help you reach your career goals"": https://t.co/qJRwLpxCwq",04/03/2015 22:30,joy,positive
"Update! Now rolling out on Android: a recap of top Tweets to help you keep up w/ your world. https://t.co/SxiFDZp7UQ http://t.co/mM55SHW8vP",24/02/2015 00:20,joy,positive
"Curious when major relationship milestones appear most in Tweets? We were too: https://t.co/mFwUAh6KQf 😍 http://t.co/ihBQdEcFfh",13/02/2015 17:48,joy,positive
"Cricket fans, here's our guide on how to join the global #CWC15 viewing party on Twitter: https://t.co/1kXyTd2KvU http://t.co/mZE4Bqn0r4",13/02/2015 05:15,joy,positive
"Twitter is the best accessory for #NYFW. See how @TwitterFashion is looking ahead with the #fashionflock: https://t.co/coemEqqzAQ",12/02/2015 16:11,joy,positive
"We're excited to announce we’ve agreed to acquire @JoinNiche!: https://t.co/nULYhrGiV8",11/02/2015 21:01,joy,positive
"We’ve created a Cricket World Cup timeline, your one stop for cricket Tweets, commentary, match schedules &amp; more: https://t.co/KeYfD96ZAQ",11/02/2015 06:15,joy,positive
"Group Direct Messages are now available for everyone. Share Tweets, be direct and grow the group. https://t.co/yoXP83RSyP",30/01/2015 19:01,joy,positive
".@jack has a few things to say about Twitter: https://t.co/k25arT2JeN",29/01/2015 18:19,neutral,neutral
"Seen this yet? The first Tweet using our mobile video camera: https://t.co/lGqqn1wBq6",27/01/2015 15:59,joy,positive
