tweet,date_time,real_sentiment,real_distilbert_sentiment
"¡Mi Barranquilla sigue demostrando que podemos alcanzar nuestras metas con ese optimismo nuestro! ¡Feliz cumple! #Barranquilla201 Shak",07/04/2014 15:58,joy,positive
".@BlakeShelton you killed it tonight at the @ACMawards, was so much fun performing ""Medicine"" with you! Shak",07/04/2014 03:24,joy,positive
"Si vieron la actuación de Shak y @blakeshelton en los @ACMawards, pueden comprar ""Medicine"" en iTunes aquí http://t.co/3oW56Dc95F ShakiraHQ",07/04/2014 02:36,joy,positive
"Did you catch Shak &amp; @blakeshelton's performance of Medicine on @ACMawards tonight? Download it now on iTunes: http://t.co/3oW56Dc95F ShakHQ",07/04/2014 02:35,joy,positive
"RT “@blakeshelton: If you loved Blake’s duet with @shakira, you can buy it on @iTunesMusic here: http://t.co/Qcl4HsWXyZ - Team BS #ACMs”",07/04/2014 02:27,joy,positive
"Shak's about to hit the stage at the @ACMawards /Shak a punto de pisar el escenario en los premios @ACMawards ShakHQ http://t.co/3K3t7nbsLs",07/04/2014 00:51,joy,positive
"Rehearsing for the big night tomorrow on the @acmawards with my friend @BlakeShelton! Shak http://t.co/G4mAqFGbTO",06/04/2014 04:38,joy,positive
"Falta UN DÍA para @ACMawards! Shak y @blakeshelton interpretarán ""Medicine"". Se emitirá en USA en CBS a las 8/7c SHQ http://t.co/ty5nfVFQnU",06/04/2014 00:25,joy,positive
"We're just a day from Shak's @ACMAwards Medicine duet with @BlakeShelton! US folks can watch on CBS at 8/7c ShakHQ http://t.co/qVavWvTtdX",06/04/2014 00:23,joy,positive
"US folks, don't forget that Shak will perform ""Medicine"" with @blakeshelton live at Sunday's @ACMAwards ShakHQ http://t.co/rGoS4oke6X",04/04/2014 23:47,joy,positive
"Para los fans de US, Shak y @blakeshelton interpretarán “Medicine” este domingo en los premios @ACMAwards  ShakHQ http://t.co/0E26QVuVXV",04/04/2014 23:47,joy,positive
"No se pierdan nuestro video exclusivo de Shak ensayando ""Empire"" en @BBCTheVoiceUK la semana pasada http://t.co/fYLeijLh79 ShakHQ",04/04/2014 17:36,joy,positive
"Watch our exclusive video of Shak soundchecking Empire at @BBCTheVoiceUK last weekend… http://t.co/fYLeijLh79 ShakHQ",04/04/2014 17:35,joy,positive
"RT @1027KIISFM .@shakira – The story behind her performance with @blakeshelton this Sunday at the ACM Awards! http://t.co/kecqX4Rczj",04/04/2014 17:26,joy,positive
"http://t.co/z02FBDG19p",03/04/2014 21:28,neutral,neutral
"A big thank you to US fans for getting the new album and giving me my best debut yet on the @Billboard 200! Shak",03/04/2014 16:59,joy,positive
"¡Si están en USA no se olviden que pueden conseguir el nuevo álbum de Shak en su @Starbucks favorito! ShakHQ http://t.co/PlTNta7Y13",03/04/2014 15:39,joy,positive
"US folks, don't forget you can pick up Shak's album in @Starbucks (and yes, we agree, she *does* rock!) ShakHQ http://t.co/6s1gzSuhiH",03/04/2014 15:38,joy,positive
"En este #instavideo verán a Shak tocar el cajón en el estudio para la canción ""Broken Record"" del álbum. ShakHQ http://t.co/FpcbOFP0Wd",02/04/2014 18:25,joy,positive
"Watch Shak with the cajon in the studio (she played it on Broken Record on the new album!) http://t.co/FpcbOFP0Wd ShakHQ #instavideo",02/04/2014 18:24,joy,positive
"On this world education day my wish is that parents and youth... En este día mundial de la educación deseo que... http://t.co/1scmGw3xYv",01/04/2014 23:17,joy,positive
"See you on the dancefloor! Shak RT @shakira ""Dare"" is my favorite from the new album so far! I can already hear it in the club jeje.",01/04/2014 23:05,joy,positive
"Thanks! So pleased you like it. Shak RT @PacifictoPark Absolutely obsessed with the new @shakira album #Empire #TheOneThing",01/04/2014 23:04,joy,positive
"¡Eso me pregunté yo! Te aviso, te anuncio si los encuentro... RT @IsBigJohn  
Oye @shakira ¿Dónde están los ladrones? #BuenDiaParaVos",01/04/2014 23:04,joy,positive
"En vivo y en directo! RT @issychenoista2 Viendo las giras de @shakira !! #MTVUnplugged #LiveAndOffTheRecord #OralFixationTour #LiveFromParis",01/04/2014 23:03,joy,positive
"Aquí tienen el video de la entrevista de Shak en @NRJhitmusiconly (inglés y francés) http://t.co/Z4xcxKbL38 ShakHQ http://t.co/ifQ8OdgfMF",01/04/2014 16:57,joy,positive
"Video: watch Shak's interview with @NRJhitmusiconly (in English and French) at http://t.co/Z4xcxKbL38 ShakHQ http://t.co/pR2qcjw1TF",01/04/2014 16:54,joy,positive
"Way to go my friend @blakeshelton! Well deserved congrats! http://t.co/hek7DOTaqj",01/04/2014 16:08,joy,positive
"Commissioners discussing the agenda to boost education for Latinos, starting from early childhood. Thanks for the hard work #HispanicEd !",01/04/2014 13:51,joy,positive
"Bring on the arena stage; I think we just saw the Rockstar transformation! Josh and Patrick - WOW! #BattlesRound2",01/04/2014 01:37,joy,positive
"I'm so thrilled to add #Tess to my team!!! Sorry @usher &amp; @adamlevine #BattlesRound2",01/04/2014 01:01,joy,positive
"No se pierdan a Shak interpretando 3 canciones en vivo en el concierto de   @iHeartRadio / @Target  http://t.co/vgoMi6QCvn ShakHQ",31/03/2014 21:52,joy,positive
"See Shak perform three songs live at last week's @iHeartRadio / @Target album launch show… http://t.co/vgoMi6QCvn ShakHQ",31/03/2014 21:51,joy,positive
"Shak y @blakeshelton interpretarán EN VIVO ""Medicine"" en los @ACMAwards el 6 de Abril en @CBS #ACMs http://t.co/rHsMlSloUg … ShakiraHQ",31/03/2014 21:09,joy,positive
"Shak &amp; @blakeshelton to perform “Medicine” LIVE on the @ACMAwards April 6 on @CBS #ACMs http://t.co/rHsMlSloUg ShakiraHQ",31/03/2014 21:08,joy,positive
"Shak's cover issue of @WomensHealthMag is now on news stands across the US - and on iPad worldwide at https://t.co/n2TiWYHswW ShakHQ",31/03/2014 17:08,joy,positive
"#London #poster ShakHQ http://t.co/dU9AT9Mipd",31/03/2014 08:41,joy,positive
"Ahora que ya han escuchado el nuevo álbum (en iTunes aquí  http://t.co/KAFFP76W43). Nos preguntamos: ¿Cuál es su canción favorita?  ShakHQ",30/03/2014 23:27,joy,positive
"You've had a few days to hear the new album (get it at http://t.co/KAFFP76W43). So we were wondering, what's your favorite track? ShakHQ",30/03/2014 23:25,joy,positive
"¡Increíble! ¡El video de Empire ya ha superado los 10 millones de reproducciones! Muchas Gracias http://t.co/Vm77hJGg7y ShakHQ",30/03/2014 19:57,joy,positive
"The Empire video has passed 10 million views! Amazing. Thanks guys. http://t.co/Vm77hJGg7y ShakHQ",30/03/2014 19:57,joy,positiveAyer Shakira en @BBCTheVoiceUK (Reino Unido) interpretando Empire ShakHQ http://t.co/XIHyqZeeZF,30/03/2014 14:43
"Here's Shak rocking a great live performance of Empire on @BBCTheVoice in the UK last night.  SHakHQ http://t.co/3YotuyhYqq",30/03/2014 14:42,joy,positive
"Take a look behind the scenes at Shak's Empire video shoot! / Así se hizo el vídeo de Empire! http://t.co/RgOWgdPg2w ShakHQ",29/03/2014 17:25,joy,positive
"En un descanso del rodaje de Empire (http://t.co/onY5ymdPu3) comiendo un Shak snack... ShakiraHQ http://t.co/IXov2E12B1",28/03/2014 20:07,joy,positive
"Between takes at the shoot for the Empire video (http://t.co/onY5ymdPu3) having a Shak snack… ShakiraHQ http://t.co/Bwdncb4NLb",28/03/2014 20:07,joy,positive
"Are you the next Voice? @ExtraTV &amp; @NBCTheVoice want to send you to #TheVoiceBootcamp! Here's how to audition: http://t.co/hmKCiMbsyx ShakHQ",28/03/2014 19:18,joy,positive
"Here's Shak on the red carpet at last night's Echo Awards in Germany…Una foto de Shak ayer en los premios Echo ShakHQ http://t.co/7DQTRGEBiH",28/03/2014 17:43,joy,positive
"Shak turning the cameras on the paparazzi in Paris.  ShakHQ http://t.co/EvgorsLutG",28/03/2014 15:21,joy,positive
"Preview Chasing Shadows, 1 of 3 bonus tracks on the Deluxe album (get it from @Target at http://t.co/DwAZv5zkxW) http://t.co/tU509WVifp SHQ",27/03/2014 21:19,joy,positive
"En el siguiente video de @FallonTonight, Shak habla de su álbum, @NBCTheVoice y de Milan http://t.co/SsiT7zePNp   ShakHQ",27/03/2014 18:02,joy,positive
"Watch Shak chatting about the new album, The Voice and Milan's soccer skills on @FallonTonight - http://t.co/SsiT7zePNp ShakHQ",27/03/2014 17:59,joy,positive
"!El nuevo álbum de Shakira ha llegado ya a ser Número Uno en 62 países en @iTunesMusic! !Increíble! ShakHQ http://t.co/bqfr9vReSJ",26/03/2014 23:26,joy,positive
"Shakira's new self-titled album has now reached Number One on @iTunesMusic in 62 countries! Incredible. ShakHQ http://t.co/ZEo6jAgj32",26/03/2014 23:24,joy,positive
""@blakeshelton ...""Medicine"" is already one of everyone's favorites on this album, including mine!"",26/03/2014 21:27,joy,positive
"@blakeshelton That's very sweet of you! I'm the one who is honored...",26/03/2014 21:27,joy,positive
"Así fue la fiesta del lanzamiento del álbum @Target http://t.co/VPAq89B0GE (para comprar la Edición Deluxe-&gt; http://t.co/Elfw2i9u7X) ShakHQ",26/03/2014 15:12,joy,positive
"See what happened at Shak's @Target album release party http://t.co/VPAq89B0GE (&amp; order the Deluxe Edition at http://t.co/Elfw2i9u7X) ShakHQ",26/03/2014 15:10,joy,positive
"@TODAYshow trending worldwide too!! #ShakiraTODAY ShakHQ http://t.co/sqhWQ1NjaO",26/03/2014 12:56,joy,positive
"Live on / En vivo desde @TODAYshow. ShakHQ http://t.co/bZuzrv1OVL",26/03/2014 12:49,joy,positive
"Pre-show autographs / Autógrafos antes de empezar el concierto #ShakiraTODAY ShakHQ http://t.co/mz1xjQoAJu",26/03/2014 12:40,joy,positive
"Five minutes to go… en cinco minutos... #ShakiraTODAY @TODAYshow ShakHQ http://t.co/36CwXYmrB6",26/03/2014 12:26,joy,positive
"Hahahaha @FallonTonight @jimmyfallon #instavideo http://t.co/AcLm8u2uF5 Shak",26/03/2014 02:17,joy,positive
"Watch Shak perform Empire on @FallonTonight at 11:35/10:35c / ¡Esta noche Shakira en @FallonTonight! ShakiraHQ http://t.co/RTGDaMPZMZ",26/03/2014 02:05,joy,positive
"Did my girls kill it, or kill it?? #ProudCoach #VoiceBattles",26/03/2014 00:57,joy,positive
"Si aún no han visto el maravilloso video de Empire, aquí les dejamos con el link: http://t.co/Vm77hJGg7y  ShakHQ http://t.co/gdrt2kpuDd",25/03/2014 23:38,joy,positive
"In case you missed it earlier, here's the amazing new video for Empire! (via @Vevo)  http://t.co/Vm77hJGg7y ShakHQ http://t.co/2pblMCReN5",25/03/2014 23:36,joy,positive
"Visit @Target stores to get the Deluxe version of ""Shakira"", or get the MP3 version now from http://t.co/K45GaMp6oV! ShakHQ",25/03/2014 23:03,joy,positive
"A big thank u to all my fans around the world who have made my album #1 in 60 countries. Completely overwhelmed with all the love &amp; support!",25/03/2014 22:11,joy,positive
"I just want to thank all of my fans in the US for making the album debut at #1 on iTunes, I can't believe it, so thrilled! Shak",25/03/2014 22:07,joy,positive
"Visit @Target stores to get the Deluxe version of Shakira, or get the MP3 version now: http://t.co/K45GaMp6oV! SHQ http://t.co/OSMfJoRKuc",25/03/2014 19:59,joy,positive
"The audience at last night's event was amazing! Thank you @Target and @iheartradio for all your support! Love, Shak http://t.co/UusEKeH0AZ",25/03/2014 19:37,joy,positive
"My new album is finally out! I'm so excited to share it with you, I hope you guys enjoy it! Love, Shak http://t.co/KAFFP76W43",25/03/2014 18:31,joy,positive
"¡Mi nuevo álbum ya está aquí! Muy emocionada de poderlo compartir con todos ustedes. !Espero que les guste! http://t.co/KAFFP76W43 Shak",25/03/2014 18:31,joy,positive
"Thanks for being a great host @ryanseacrest! Shak
RT “@RyanSeacrest: thanks for the hang @shakira http://t.co/L9Y1s4Gaxl”",25/03/2014 17:24,joy,positive
"¡Para celebrar el lanzamiento del álbum, aquí tienen el maravilloso nuevo vídeo de Empire! http://t.co/fCh0FtgAyd ShakHQ",25/03/2014 13:01,joy,positive
"To celebrate album release day, here's the brand new video for Empire!  http://t.co/fCh0FtgAyd ShakHQ",25/03/2014 13:00,joy,positive
"ONE DAY! / !UN DÍA! #ShakiraCountdown (thank you / Gracias @1nonlyalexx) ShakiraHQ http://t.co/0Io8Wm8owx",25/03/2014 02:52,joy,positive
"RT @iHeartRadio ""I started writing my own songs when I was 8 yrs old"" and now @shakira is killing it on stage! http://t.co/vrljY4ygWT",25/03/2014 01:17,joy,positive
"Shak has teamed up with @Target for a live stream of a one-off performance! Tune in NOW at http://t.co/vrljY4ygWT. ShakHQ",25/03/2014 01:01,joy,positive
"I hope this means a #STEAL is coming @usher! #VoiceBattles",25/03/2014 00:53,joy,positive
".@adamlevine I'll give you an 'A' for effort on the use of that word… #VoiceBattles",25/03/2014 00:13,joy,positive
"Shakira’s brand new #EmpireVideo premieres tomorrow on @VEVO at 9AM EST / Mañana estreno mundial de Empire  ShakiraHQ http://t.co/zAVCy0ml0z",24/03/2014 23:29,joy,positive
"Down in the trenches
You are the white flag
Make me surrender
I want u so bad
Baby don't stop what u started don't ever be done #medicine",24/03/2014 22:20,joy,positive
"Vídeo exclusivo: ¿Quieren ver como Shak grabó Boig Per Tu - Loca Por Ti en el studio? https://t.co/Mq3GzmHNzD ShakiraHQ",24/03/2014 16:31,joy,positive
"Watch our exclusive behind-the-scenes footage of Shak recording the new album (out this week)! https://t.co/Mq3GzmHNzD ShakHQ",24/03/2014 16:28,joy,positive
"Check out @Target's great #Empire spot for the new album (pre-order from http://t.co/05xHIkrX5r). Watch at http://t.co/3YWbUQBZyy. ShakHQ",23/03/2014 23:30,joy,positive
"TWO DAYS! DOS DÍAS! #ShakiraCountdown (with a great image from/Gracias @Sti_ferrer!). It's so close / falta poco… SHQ http://t.co/bH58hyuJwo",23/03/2014 22:59,joy,positive
"Vean un resumen de la presentación del álbum en Barcelona (incluyendo a Shak interpretando en vivo ""23"") http://t.co/htxEwWzsLN ShakiraHQ",23/03/2014 19:23,joy,positive
"Watch highlights from Shak's album launch event on Thursday in BCN, including a special performance of ""23"": http://t.co/htxEwWzsLN ShakHQ",23/03/2014 19:22,joy,positive
"""You are the thing I was missing and I couldn't find, and I wouldn't give you up, even if I end up blind"" #Spotlight http://t.co/8KUTBV3DTt",23/03/2014 15:26,joy,positive
"US fans, tune in tomorrow, Mar 23 to catch Shakira’s interview on @CBSSunday. For airtime &amp; channel: http://t.co/aaRfo03wxT —ShakHQ",22/03/2014 23:31,joy,positive
"Only THREE DAYS to go! Faltan TRES DÍAS (Thanks / Gracias @jaimiikoo!). #ShakiraCountdown. ShakHQ http://t.co/y6ZJfhpMT8",22/03/2014 18:02,joy,positive
"#EmpireVideo http://t.co/ZiEKCOeQwC",21/03/2014 23:58,joy,positive
"A date for US fans' calendars! ShakHQ RT @YahooMusic Watch @Shakira's @iHeartRadio album release party LIVE on 3/24! http://t.co/SLIxYqwmeb",21/03/2014 19:58,joy,positive
"¡Me acaban de contar que soy la persona con más amigos en Facebook en el mundo! ¡¡Aún no me lo creo!! ... http://t.co/t7y5xpJsPy",21/03/2014 17:35,joy,positive
"Wow... I was just told I now have the most-followed page on Facebook in the world! I still cannot believe it! ... http://t.co/t7y5xpJsPy",21/03/2014 17:34,joy,positive
"Ya pueden escuchar un adelanto del álbum Shakira (y conocer qué piensa Shak de cada canción) aquí http://t.co/3Zt9xW1uBj ShakiraHQ",21/03/2014 16:30,joy,positive
"Un señor con un pincel gigante. Esto quiere decir: FALTAN CUATRO DÍAS #ShakiraCountdown (gracias @DiegoAnaly) ShakHQ http://t.co/8rW0iMpk0K",21/03/2014 13:07,joy,positive
"A man with a giant paintbrush! It can only mean 4 DAYS to go! #ShakiraCountdown (thanks @DiegoAnaly). ShakHQ http://t.co/Elf1LMWah1",21/03/2014 13:05,joy,positive
"So, who wants to explore Shakira's Empire..? / ¿Quién quiere explorar el Empire (Imperio) de Shakira? http://t.co/SiPkykxgeB ShakHQ",20/03/2014 19:38,joy,positive
"Preview all the tracks from Shakira's new album (with Shak's comments)! https://t.co/hnkF49cGWC ShakHQ",20/03/2014 18:03,joy,positive
"@DonMogolla The colored pencils are the cutest! You guys are amazing! Shak",20/03/2014 17:08,joy,positive
"Only FIVE DAYS TO GO! !Faltan CINCO DÍAS! (Great illustration by / Gran dibujo  @DonMogolla!) #ShakiraCountdown Shak http://t.co/TM6KUKffxw",20/03/2014 14:36,joy,positive
"¿Dónde debemos invertir el primer dólar para conseguir una máxima rentabilidad económica? #earlylearning #HispanicEd",20/03/2014 14:15,neutral,neutral
"Where should we invest the first dollar to get the highest economic return? #earlylearning #HispanicEd",20/03/2014 14:15,neutral,neutral
"!Me gusta mucho el #ShakiraCountdown de hoy (felicitaciones @JULIOJOSED)! !Y solamente faltan 6 días! Shak http://t.co/3KSTrZ8t8y",19/03/2014 22:36,joy,positive
"Love today's #ShakiraCountdown illustration (great work @JULIOJOSED!) Also love that there's only 6 days to go! Shak http://t.co/9nHhiEmF44",19/03/2014 22:35,joy,positive
"Ya pueden bajarse el remix de @feddelegrand's de Can't Remember To Forget You en Beatport aquí http://t.co/RBOou3UGQb ShakHQ",19/03/2014 20:42,joy,positive
"Download @feddelegrand's remix of Can't Remember To Forget You feat @Rihanna from Beatport at http://t.co/RBOou3UGQb ShakHQ",19/03/2014 20:42,joy,positive
"Was so cool to have Chris come hang out with Team Shakira! Shak http://t.co/U0o5MrTcDP",19/03/2014 17:51,joy,positive
"I wish there were a way to keep them all! Well done, Jeremy and Clarissa. #BattlesBegin",19/03/2014 00:15,joy,positive
"Thanks for all your support for #TeamShakira! US folks, tune in to @NBCTheVoice again tonight at 8/7c. ShakHQ http://t.co/3Qj3V5t8Ko",18/03/2014 20:52,joy,positive
"NYC #Shakifans alert! ShakHQ 
RT @TODAYshow Next Wednesday on TODAY....@Shakira will be live in concert on the #TODAYPlaza!",18/03/2014 16:52,joy,positive
"ONE WEEK TO GO! ¡FALTA UNA SEMANA! (Thanks for the pic - Muchas Gracias @Jhonta_TL) #ShakiraCountdown ShakHQ http://t.co/89a1Ao29im",18/03/2014 16:07,joy,positive
"Millones de niños no alcanzan un pleno desarrollo, porqué no tienen acceso a una educación inicial de calidad #HispanicEd",18/03/2014 15:35,sadness,negative
"Millions of kids cannot reach the first step on the ladder of opportunity because they are cut off from quality #earlylearning #HispanicEd",18/03/2014 15:35,sadness,negative
"Did I mention that Patrick was so good? So happy to have him join #TeamShakira #BattlesBegin",18/03/2014 01:20,joy,positive
"US folks, watch tonight's @NBCTheVoice at 8/7c. With @mirandalambert on Shak's team how can she go wrong? ShakHQ http://t.co/RLdTZHKvZ9",17/03/2014 20:24,joy,positive
"Check out Shak's cover feature from the UK's @Independent at the weekend… http://t.co/DNXOBjXV5b ShakHQ http://t.co/Zmu3Y6IcUy",17/03/2014 17:34,joy,positive
"Nuestros amigos de @ShakiraMega son los autores del gráfico #ShakiraCountdown de hoy (8 días). !Mañana más! ShakiraHQ http://t.co/UJU94X1s00",17/03/2014 15:56,joy,positive
"Our friends at @ShakiraMega have made today's 8 days #ShakiraCountdown graphic! (Please keep them coming!) ShakHQ http://t.co/kAhNaM5GpL",17/03/2014 15:54,joy,positive
"Hoy les presentamos el nuevo comercial de @Activia. ""Sentirse bien empieza por dentro"" aquí el vídeo:  http://t.co/PKwyJfdeNt ShakHQ",16/03/2014 20:07,joy,positive
"Shak has partnered with @Activia for their new ""Dare to Feel Good""
campaign. Watch the ad now! http://t.co/PKwyJfdeNt ShakHQ",16/03/2014 20:01,joy,positive
"!Ya faltan NUEVE días! #ShakiraCountdown (gracias  @youssef90!). !Ya pueden mandar el de mañana! ShakHQ http://t.co/WaVK5okRK0",16/03/2014 19:27,joy,positive
"We're into single figures! #ShakiraCountdown (thanks @youssef90!). Please send your 8 one for tomorrow! ShakHQ http://t.co/UGl2SO7d2E",16/03/2014 19:25,joy,positive
"Gran ilustración @vincent_devine. Faltan 10 días para el lanzamiento del álbum. #ShakiraCountdown. !Mañana más!ShakHQ http://t.co/l7TPpIecWL",15/03/2014 19:47,joy,positive
"Great pic from @vincent_devine to mark 10 days till the album!
#ShakiraCountdown (Keep tweeting them to us!) ShakHQ http://t.co/iSvetNdc0c",15/03/2014 19:44,joy,positive
"Faltan ONCE DÍAS para el lanzamiento dl nuevo álbum de Shakira. En @iTunesMusic está por un precio reducido  http://t.co/KAFFP76W43! ShakHQ",14/03/2014 21:12,joy,positive
"Shak's self-titled new album is out in ELEVEN days. Pre-order from @iTunesMusic for a limited time price at http://t.co/KAFFP76W43 now! SHQ",14/03/2014 21:11,joy,positive
"¡Qué buena onda tiene esta canción!  Y que pedazo de letrista! @GrupManel http://t.co/Fy9WOG8Keo Shak http://t.co/oPsE0cBH5A",14/03/2014 17:32,joy,positive
"I'm loving the images you guys are sending in for the #shakiracountdown. You're geniuses!! Keep em coming! Shak http://t.co/E3cNVPSuB2",14/03/2014 15:26,joy,positive
"Estoy encantada con los #ShakiraCountdown que nos están mandando. !!Son unos genios!! Continúen enviándonos más! Shak http://t.co/zLm4nCe2b2",14/03/2014 15:25,joy,positive
"!Todo el mundo está pendiente de...! 11 días en el #ShakiraCountdown (diseño de @krivera155) !Mañana más! ShakHQ http://t.co/0GuvYda6Ad",14/03/2014 14:19,joy,positive
"What the world is waiting for! #ShakiraCountdown 11 days! (Pic by @krivera155 - pls send yours for tomorrow) ShakHQ http://t.co/5w5j8WrqOy",14/03/2014 14:17,joy,positive
"Revisen sus relojes - !faltan 12 días! #ShakiraCountdown (diseño de @7ClintChen7) !Mañana más! ShakHQ http://t.co/7iJFlDWSEw",13/03/2014 20:52,joy,positive
"Check your watches - 12 days to go! #ShakiraCountdown. (Image by @7ClintChen7 - send yours for tomorrow.) ShakHQ http://t.co/I5Eviho0VF",13/03/2014 20:51,joy,positive
"Bad hair day http://t.co/ol2r2FFfLW",13/03/2014 16:27,joy,positive
"No se pierdan este nuevo vídeo con la letra de Empire (del nuevo álbum de Shakira, disponible el 25 de Marzo) http://t.co/UXvAebBioT ShakHQ",13/03/2014 13:05,joy,positive
"Watch the new lyric video for Shak's next single, Empire (from her new self-titled album, out March 25)! http://t.co/UXvAebBioT ShakHQ",13/03/2014 13:04,joy,positive
"¡¡¡Nos vamos a cuartos!!! Shak http://t.co/AL6McKZbYT",12/03/2014 21:47,joy,positive
"US fans, don't forget you can get exclusive bonus tracks with the @Target CD edition of the new album! http://t.co/64u2OAGKv0 ShakiraHQ",12/03/2014 21:29,joy,positive
"¡TRECE días! #ShakiraCountdown (Gracias a @Brayanb2013 por el gráfico de hoy - !Mañana más!) ShakHQ http://t.co/KxYkT7bCtG",12/03/2014 15:28,joy,positive
"THIRTEEN days! #ShakiraCountdown (Thanks to @Brayanb2013 for today's graphic - pls send yours for tomorrow!) ShakHQ http://t.co/mXOZWoIaOf",12/03/2014 15:26,joy,positive
"#TeamShakira is complete! Can't wait to bring in @mirandalambert for the #Battles #WatchingBlinds",12/03/2014 00:47,joy,positive
"¡Faltan 2 semanas para el nuevo álbum de Shak! En iTunes http://t.co/CvFDqLlnIJ / CD http://t.co/05xHIkrX5r ShakiraHQ http://t.co/FoisQ5iHCf",11/03/2014 21:24,joy,positive
"Shak's new album is out in TWO WEEKS! Order now @iTunesMusic http://t.co/CvFDqLlnIJ / CD http://t.co/05xHIkrX5r SHQ http://t.co/gwVQkvikyY",11/03/2014 21:24,joy,positive
"¡Shak está en la portada de este mes de @WomensHealthMag! Para ver el cómo se hizo: http://t.co/KATSDoTt3f ShakHQ http://t.co/93HQI4CTlw",11/03/2014 16:04,joy,positive
"Shak is April's @WomensHealthMag cover star! Watch a behind-the-scenes video at http://t.co/KATSDoTt3f now. ShakHQ http://t.co/LyFxI3dM7L",11/03/2014 16:03,joy,positive
"En el #ShakiraCountdown de hoy: !Londres llama a su puerta! Felicitaciones @Sitofon Ya pueden mandar el de mañana SHQ http://t.co/HC2KPkySiL",11/03/2014 13:00,joy,positive
"London's calling for today's #ShakiraCountdown graphic by @Sitofon! 14 days to go. Send yours for tomorrow! ShakHQ http://t.co/11AUUiKEY4",11/03/2014 12:59,joy,positive
"So happy to have Ddendyl on my team! Only one spot left… #WatchingBlinds",11/03/2014 01:48,joy,positive
".@blakeshelton Weird… I thought you were from Alaska… or was it Texas? Idaho? #WatchingBlinds",11/03/2014 01:37,joy,positive
"I'm sorry @blakeshelton. I know it's hard not getting to work with someone from your home state of Alaska... #WatchingBlinds",11/03/2014 01:18,joy,positive
"Shak clearly thinks this gray blob can sing!! http://t.co/inWLPH5hPJ (See who's behind the blob on @NBCTheVoice, tonight at 8/7c) ShakHQ",10/03/2014 22:33,joy,positive
"El #ShakiraCountdown de hoy es obra de @UnGranUlises y nos encanta. ¡Faltan 15 días! ¡Mañana más! ShakHQ http://t.co/hsIcCnfziQ",10/03/2014 20:24,joy,positive
"Fine work by @UnGranUlises for today's #ShakiraCountdown image. 15 days to go! (Send us yours for tomorrow…) ShakHQ http://t.co/SqqgYLeGJ7",10/03/2014 20:23,joy,positive
"Here's another pic from the #Empire video shoot / Aquí les dejamos con otra foto del rodaje del vídeo de #Empire SHQ http://t.co/45xqloMDRB",10/03/2014 17:46,joy,positive
"http://t.co/lU8ZGdV5P1",09/03/2014 18:46,neutral,neutral
"!Nos están gustando muchísimo los #ShakiraCountdown que nos están mandando! Aquí el de @aljavier12 Mañana más… ShakHQ http://t.co/xLSOadAB5X",09/03/2014 15:42,joy,positive
"We're so impressed with your #ShakiraCountdown pics! Here's @aljavier12's for 16 days! Do send yours for tomorrow…SHQ http://t.co/k4WxGpJrsC",09/03/2014 15:35,joy,positive
"Listen to Shak's #SaturdayNightOnline interview with @MaxwellsHouse tonight  @SaturdayOnline http://t.co/yXrKH1d77p --ShakHQ",09/03/2014 01:26,joy,positive
"Shooting the video for my new song Empire! Shak http://t.co/dE99zQi6n5",08/03/2014 18:13,joy,positive
"!Hoy el #shakiracountdown es obra de @DAISI_CL! y nos encanta! (Ya pueden mandar el de mañana …) ShakHQ http://t.co/d4aeuXju9R",08/03/2014 15:18,joy,positive
"Today's fantastic 17 days #ShakiraCountdown pic comes from @DAISI_CL! (Please tweet us yours for tomorrow…) ShakHQ http://t.co/G2P4YpXKeM",08/03/2014 15:17,joy,positive
"US fans, don't forget you can download a free remix of #CantRememberToForgetYou from @Target &amp; @3DWhite at http://t.co/FgM4kzBQLx now! SHQ",07/03/2014 22:24,joy,positive
"¡Aquí está el diseño tan ingenioso del #shakiracountdown de @hennemac27! (¡Ya pueden mandar el de mañana!) ShakHQ http://t.co/RhgWPyjCbl",07/03/2014 20:18,joy,positive
"Here's @hennemac27's clever 18 days till the album #shakiracountdown graphic! (Tweet us yours for tomorrow!) ShakHQ http://t.co/sXcYywrGGF",07/03/2014 20:16,joy,positive
"¡Shak está en la portada de @billboard de esta semana! Aquí la entrevista @leilacobo http://t.co/0pPSRjy3iF ShakHQ http://t.co/px05ALLAge",07/03/2014 19:07,joy,positive
"Shakira is this week's @Billboard cover star! Check out @leilacobo's interview at http://t.co/0pPSRjy3iF ShakHQ http://t.co/7PDpXUXDc6",07/03/2014 19:06,joy,positive
"US fans, order Shakira's new album from @Target and get three exclusive tracks! http://t.co/05xHIkrX5r ShakiraHQ http://t.co/6J0w8mlPiB",06/03/2014 22:07,joy,positive
"¡Shak está en la portada de la revista @Latina de Abril! Aquí un avance de la entrevista http://t.co/szsdtBlAPH SHQ http://t.co/nJe6zRPouI",06/03/2014 19:00,joy,positive
"Shak is @Latina Magazine's April cover star! Read a sneak preview of her interview at http://t.co/szsdtBlAPH now! SHQ http://t.co/LfUwGjx80v",06/03/2014 18:58,joy,positive
"Nos encanta el diseño @angelorod50 para la cuenta atrás del álbum #shakiracountdown Ya pueden mandar el de mañana SHQ http://t.co/9cKoKUyMo5",06/03/2014 16:30,joy,positive
