tweet,date_time,real_sentiment,real_distilbert_sentiment
"New power duo → https://t.co/k6nJyq4ub1 https://t.co/3gOaP37n0n",14/07/2016 21:30,joy,positive
"You’re never #Alone when you’re with @marshmellomusic → https://t.co/1bNl7lBVkK https://t.co/vqXFfUzwWw",14/07/2016 20:30,love,positive
"Follow the hot dog highway to flavor country. https://t.co/W0cBvaSJMI #NationalHotDogDay 🌭🌭🌭 https://t.co/fUU9B9dKRu",14/07/2016 18:28,joy,positive
"YouTubers play games of life or death on the latest episode of #EscapeTheNight. https://t.co/q5YAIlUBj5 https://t.co/vLEigzBHyl",14/07/2016 01:00,fear,negative
""Heading into work on bagel day like ... 
https://t.co/8dFfADLz5Y https://t.co/7B5H6piZVv"",14/07/2016 00:00,joy,positive
".@MatPatGT hacks the planet on the latest episode of #GameLab. https://t.co/O08qvy9uyl https://t.co/0eKDIDx6Hb",13/07/2016 23:00,excitement,positive
"A musical tribute to the victims of the Orlando nightclub shooting → https://t.co/nQ5NPxeEJk #Hands #ForThe49 https://t.co/SOoNWQlu6D",13/07/2016 22:10,sadness,negative
"Mom emails are not what they seem. https://t.co/qqI8LDH1lS #BadInternet https://t.co/ZMoUhY45EB",13/07/2016 21:00,surprise,neutral
"It’s #NationalFrenchFryDay. Kick it! 🍟 🍟 🍟 https://t.co/XO9tG9CvHa https://t.co/14dVT0Jnq8",13/07/2016 20:00,joy,positive
"Meet the new face of philosophical car commercials. https://t.co/Hjm5Yo10XG https://t.co/VsIFr9TAo6",13/07/2016 15:03,amazement,positive
"The godfather of street skating returns to show the kids how it’s done. https://t.co/fjIdNIbOKs https://t.co/C4nynZDmpY",13/07/2016 15:00,joy,positive
"Confirmed: @CHVRCHES and @yelyahwilliams have been superheroes this whole time. https://t.co/ek7qW1OfLb https://t.co/8EGwhRfjKJ",13/07/2016 01:00,amazement,positive
"This guy’s about to drop in on a glass skateboard. Guess what happens next. https://t.co/YDtF52v2OR https://t.co/HBj3HBU4km",13/07/2016 00:00,anticipation,neutral
"A handmade music video. https://t.co/5q3EjwTAeI https://t.co/fZsmW6wuUp",12/07/2016 23:00,amazement,positive
"@buckhollywood You know we did! And now @YouTube is tweeting about your tattoo of @YouTube on @YouTube. WHOA.",12/07/2016 22:45,joy,positive
"@bryanlanning A billion views for Daily Bumps!? Congratulations to all of you!",12/07/2016 22:44,joy,positive
""@WWEMusic @ZackRyder Woo woo woo, we know it."",12/07/2016 22:44,joy,positive
"There’s a new guest coming to #EscapeTheNight and he’s a freak for sure. Can you guess where he’s from? #Cluesday https://t.co/r602lwNOHF",12/07/2016 22:30,anticipation,neutral
""🙆❤️🚘

A @djsnake love song → https://t.co/VoYelmvohZ https://t.co/ViQcEQCh1i"",12/07/2016 22:00,love,positive
""The Great vs. The Terrible

New @ERBofHistory → https://t.co/JVzPZNXfef https://t.co/z0b3HdNgpK"",12/07/2016 21:00,excitement,positive
".@MadilynBailey’s new lyric video features some familiar faces. Recognize anyone? https://t.co/CbNindvvS7 https://t.co/C7oflhFVu9",12/07/2016 20:00,joy,positive
".@ShawnMendes just dropped the #TreatYouBetterVideo and it’s … deep. https://t.co/UtAQxLIYeY https://t.co/FTNRcFCQnV",12/07/2016 17:11,love,positive
"Vengeance is SWEET! https://t.co/NdPIfeAEBX https://t.co/Y0kO4134v4",12/07/2016 01:00,joy,positive
".@MumfordAndSons unleash their inner @blink182. https://t.co/opP9ZROIEi https://t.co/PGJV1KL5dB",12/07/2016 00:00,joy,positive
"Childhood ruined. https://t.co/d2m6wdHafC https://t.co/kosDjaFWZH",11/07/2016 23:00,disappointment,negative
"@SamHomewood Weird can be awesome too!",11/07/2016 22:50,joy,positive
"@Monday_Grump Glad to have you here!",11/07/2016 22:49,joy,positive
""omg you guys … have you seen @hansonmusic lately? 😍
https://t.co/8Vps0a6JVJ #MMMBop https://t.co/yjKd5fJlTh"",11/07/2016 22:00,joy,positive
".@adamlambert and @laleh come together to inspire strength. https://t.co/ISj7Eug1ew #WelcomeToTheShow https://t.co/vFKQYThJCL",11/07/2016 21:00,optimism,positive
".@JonahHill proves he’s a real Sk8er Boi in an ad for @PALACELONDON. https://t.co/SWzK6MvgUO #CrazyOllie https://t.co/eACZBPApd8",11/07/2016 20:00,joy,positive
"Monday’s here. Go HAM! https://t.co/n9QUhUTMTR https://t.co/Tl6cdrY0zS",11/07/2016 15:56,joy,positive
"This rap is approved by four out of five dentists. https://t.co/eDZqXk6iVf https://t.co/XG0FWHbpjC",11/07/2016 01:00,joy,positive
"More like Smallbania. https://t.co/8627zyuhQK https://t.co/nUceU4oNSb",10/07/2016 22:00,joy,positive
".@andthelights has super chill friends → https://t.co/uPWZaNdim8 #FriendsVideo #BonIver #Kanye https://t.co/egS7RbOjk0",10/07/2016 19:00,love,positive
"Creators respond to the shootings of Alton Sterling and Philando Castile. https://t.co/m90VwXFp1O #BlackLivesMatter https://t.co/LeUp1inqmV",08/07/2016 20:35,sadness,negative
"Prepare to enter a world of unity and bliss. #Tomorrowland awaits. https://t.co/bljAiF2L2k https://t.co/ueWnWhSjbm",08/07/2016 02:00,joy,positive
".@zaralarsson’s living that #LushLife 😎  https://t.co/KAGbAd8e1N https://t.co/sPfoAdVOqM",08/07/2016 01:00,joy,positive
"Iconic artists come together for a musical tribute to the 49 victims of Orlando. https://t.co/qkOLjcLdeH https://t.co/Hg3FhkK8CK",08/07/2016 00:00,sadness,negative
"What makes you smile like Nic? https://t.co/EkQx0xr3kD https://t.co/kIRrgPDeqE",07/07/2016 23:00,joy,positive
"@JimmyKimmelLive Wow what a throwback!",07/07/2016 22:01,joy,positive
"We think we smell a rat. 🐀 🐀 🐀  https://t.co/TWXw8Hvevf #PrankAcademy https://t.co/Y2isg9HzJw",07/07/2016 22:00,joy,positive
"You’re about to watch the greatest music video ever made. Just wow. https://t.co/u754QMMU8v https://t.co/PknjPpGB1U",07/07/2016 21:00,amazement,positive
""|￣￣￣￣￣￣ |
| You're one in |
|   7 billion       |
| ＿＿＿＿＿_  |
 /\__/\ || 
( •ㅅ•  )|| 
/ 　 づ
https://t.co/a3G5YBAOws https://t.co/VeSk0XS50B"",07/07/2016 20:36,joy,positive
"It's #WorldChocolateDay and Chip's about to get crazy! https://t.co/7uzCtVKv06 🍪 🍪 🍪 https://t.co/FJU5hRT5fV",07/07/2016 16:22,joy,positive
"@fangirling827 We leave that up to you!",06/07/2016 23:25,neutral,neutral
"@thefinebros Congratulations everyone! You should all touch the award for good luck.",06/07/2016 23:25,joy,positive
"100 years of handbags. Can you HANDLE it? 😬  #bagpuns https://t.co/yqF8BiYmkb https://t.co/7zwzqcqJ3A",06/07/2016 23:00,joy,positive
""You say tomayto, we say tomahto. 'Cuz science.🍅 🍅 https://t.co/m2iXwHdEkP https://t.co/spnRP7kvFP"",06/07/2016 22:00,joy,positive
""How much skill does it take to ride a Chocobo IRL? 🤔
@MatPatGT investigates on #GameLab → https://t.co/hlgeAKtn6U https://t.co/2xFAb2vGl7"",06/07/2016 21:55,amazement,positive
"Now you can make $$$ while you get ZZZs! Get paid in your sleep with Snoozlr → https://t.co/zZ4aCxPvCe #BadInternet https://t.co/DC3T1jGeVc",06/07/2016 21:43,amazement,positive
"Is this a video game or a drone race? https://t.co/lei3lU6wOd https://t.co/tngzLibDpo",06/07/2016 21:00,amazement,positive
".@AuroraMusic’s new video will haunt your dreams. https://t.co/49tBtBUBn6 #IWentTooFar https://t.co/TQWoFeeAJt",06/07/2016 20:00,fear,negative
"What happens when YouTubers stop being polite ... and start getting dead → https://t.co/h2lZ7L8uDI #EscapeTheNight https://t.co/D2nFRPF2O7",06/07/2016 19:39,fear,negative
"A little inspiration for #InternationalKissingDay 😘 😘 😘  → https://t.co/PjsVCUCWEV https://t.co/jXGz6exewL",06/07/2016 19:11,love,positive
""Welcome to ""California,"" the new album from @blink182. https://t.co/t9gNLukuVe https://t.co/pdYyEqlqoC"",06/07/2016 15:21,joy,positive
".@JohnCena’s got something to say about patriotism. https://t.co/6W3N3LHke4 #LoveHasNoLabels #WeAreAmerica https://t.co/VTViJSZDxb",05/07/2016 22:00,optimism,positive
"This #Cluesday clue might shed light on the shadiness that goes down on this week's episode of #EscapeTheNight ... https://t.co/eg2e7iQ11d",05/07/2016 21:00,anticipation,neutral
"Big Man Tyrone wishes his July-born viewers the happiest of birthdays. 🎂 🎂 🎂  https://t.co/pZE0pvZYyd https://t.co/U4E8cyPJYt",05/07/2016 18:00,joy,positive
"Nothing to see here. https://t.co/xiUv6AZ0IL https://t.co/dueb4ybA4A",05/07/2016 16:00,neutral,neutral
".@todrick is off to see the wizard. https://t.co/mWVVwPev9o #StraightOuttaOz https://t.co/TnXCMBo2CK",05/07/2016 15:00,joy,positive
"This is the fastest pit stop ever → https://t.co/MUrWHQGDiN https://t.co/l7gezq6L6n",04/07/2016 18:00,amazement,positive
""Rosie the Dog will make you jump, jump! https://t.co/QNIgfart7R https://t.co/82JFDzGVNr"",04/07/2016 16:00,joy,positive
"It’s a party in the USA and we’ve got all the BBQ jams you need → https://t.co/B9LIEWqmo4 #HappyFourthOfJuly https://t.co/7E7tMT2FPg",04/07/2016 15:00,joy,positive
"Bet your car can’t do this. https://t.co/svxVLnnqxF https://t.co/EGWUEtsL4a",03/07/2016 18:00,amazement,positive
"We’re getting this much closer to Skynet. https://t.co/8RNfkI4dq2 https://t.co/3WkqZlVZMJ",03/07/2016 16:00,amazement,positive
"2can. 2cute. https://t.co/vkSctCPUmb https://t.co/spvpKUa9iO",03/07/2016 15:00,joy,positive
"Yes ... you are just seeing things. https://t.co/V0O7kLiZry https://t.co/unPslTSRqq",02/07/2016 18:00,surprise,neutral
"Omg. Flipping out over that perfection.👌 https://t.co/B5BWVIdvzn https://t.co/RhGP2gMgDd",02/07/2016 16:00,amazement,positive
"Cows know good music when they hear it. https://t.co/SsbgoL0iFm https://t.co/lX3e07yRz5",02/07/2016 15:00,joy,positive
"Step into the shark pit. #SharkWeek. https://t.co/5Y2U9nVCuC https://t.co/CWlgACUQfG",02/07/2016 01:00,excitement,positive
".@TheVeronicas will make you see red.❤️ 👠 💋💉  https://t.co/U2OAbnvwco #InMyBlood https://t.co/xbG3G1BnXJ",02/07/2016 00:00,love,positive
"She makes the scariest makeup tutorials.😱 https://t.co/CrEXPfAdu5 https://t.co/obc2Il5xsV",01/07/2016 23:00,fear,negative
"@NoBoomGaming The club: join it 😛",01/07/2016 22:41,joy,positive
""@MikePlays23 Who knows, it looks like you could have even more YouTube windows open 😉"",01/07/2016 22:40,joy,positive
"@BenPhillipsUK Congratulations Ben! Please don't pawn that.",01/07/2016 22:39,joy,positive
"@ZARvideos And profile pic.",01/07/2016 22:39,joy,positive
"Edible elfstones!!💙✨#TheShannaraChronicles https://t.co/SXwDpCKLoR https://t.co/CKpG7lYUXA",01/07/2016 22:00,joy,positive
"Boeing 777 … TRANSFORM!!! https://t.co/T1Bx4wx5tp https://t.co/mhlS3808KJ",01/07/2016 21:00,amazement,positive
""Pretty sweet, dude. https://t.co/EHZk8bwZG1 #CokeAndMentos4Lyfe https://t.co/DYIudbtVqr"",01/07/2016 20:00,joy,positive
"That’s just how llamas roll. https://t.co/lck6ZsYf97 https://t.co/C7KYZVYTY4",30/06/2016 23:00,joy,positive
"@NASA That gas giant looks GREAT. Good luck @NASAJuno!",30/06/2016 22:29,optimism,positive
"Genius. Billionaire. Playboy. Cat. https://t.co/8cXmoe8s7Y https://t.co/mL2sGRmLR8",30/06/2016 22:00,joy,positive
"No strings attached. https://t.co/PKq3ABXa2b https://t.co/xBjeJXUeRZ",30/06/2016 21:00,joy,positive
"49 celebrities honor the 49 victims of the tragedy in Orlando → https://t.co/q2TfLoYC71 #StopTheHate https://t.co/OLlz192EGZ",30/06/2016 20:48,sadness,negative
"DO go chasing waterfalls. https://t.co/ugsHvpvPDY https://t.co/jq3opwAzIB",30/06/2016 20:00,joy,positive
".@BartBaker meets his biggest/creepiest fan in the latest episode of #PrankAcademy. https://t.co/HtDzz4jbbN https://t.co/qqBfbAOMjg",30/06/2016 17:22,fear,negative
".@rihanna puts a spell on you in #sledgehammer. 👁 👁  https://t.co/llvIvQrnKD https://t.co/x5cvRYV8pc",30/06/2016 15:18,love,positive
"@Videostatic @warrenjfu @thestrokes Someday we'll understand.",30/06/2016 14:51,neutral,neutral
"@GloZell All videos need your commentary. #EscapeTheNight",30/06/2016 01:38,joy,positive
".@POTUS walks us through five things that are harder than registering to vote. https://t.co/MvvZi17HSI https://t.co/1HKbPEIBeW",30/06/2016 01:00,neutral,neutral
"".@TonyHawk’s gonna keep riding till the wheels fall off.

Here’s his latest 900 at age 48 → https://t.co/mcF4G1Wx6W https://t.co/KScSZCAUMc"",30/06/2016 00:00,amazement,positive
"The new episode of #EscapeTheNight got us like … https://t.co/VNxoGp9HP5 https://t.co/CVdcZtehLs",29/06/2016 23:15,fear,negative
"@JoeyGraceffa @ijustine @GloZell Time for a seance! #EscapeTheNight",29/06/2016 22:05,joy,positive
"@kandeejohnson Ahh the best place for YouTube advice! Hope you had fun, Kandee!",29/06/2016 22:04,joy,positive
"Happy #SharkWeek. Have some cake! https://t.co/OGVhzTlR72 https://t.co/m1QdNOG6Zk",29/06/2016 22:00,joy,positive
"Can someone please explain the new @thestrokes video to us? https://t.co/QpI3lrdqL9 https://t.co/P6EuU7d1eS",29/06/2016 21:00,neutral,neutral
"Now you can watch @gorillazband’s #FeelGoodInc in super-crispy HD → https://t.co/LPhBbiwZyb https://t.co/ms3qYg2Myx",29/06/2016 20:00,joy,positive
""Is that MatPat? Just kitten, it's MatCat. Watch @MatPatGT's #GameLab: https://t.co/B9of003K7B https://t.co/owujfWFYbL"",29/06/2016 19:18,joy,positive
""We want you to be the first to know, we’re with Dilden. DILDEN 4 EVA! https://t.co/c64i8WXKAV #BadInternet https://t.co/EKyqqVF0rA"",29/06/2016 17:11,joy,positive
"Celebrating African American Music Month with a collection of hits → https://t.co/0WSNw9GaLE https://t.co/eHKrYWPbTF",29/06/2016 02:00,joy,positive
"Do you dare step into #TheArena with @LindseyStirling? https://t.co/9QqrkrrpbI https://t.co/QAJX4WVQ67",29/06/2016 01:00,excitement,positive
"What’s your favorite Snapchat filter? https://t.co/TLHrQ9nC7v https://t.co/2mDQf5suC1",29/06/2016 00:00,joy,positive
"What if dog was one of us? https://t.co/nohuIZyyat https://t.co/T3tycZtBPC",28/06/2016 23:00,joy,positive
"🎈 Hardcore balloon popping.🎈 https://t.co/ji6cLCyR4d https://t.co/sTFqi2fPUu",28/06/2016 22:00,joy,positive
""Bill Wurtz is back with the alphabet, just in case you forgot. 😂 😂 😂  https://t.co/VtMdeCNIHr https://t.co/G5TycHpIEz"",28/06/2016 21:00,joy,positive
"Quit playing games with our emotions! https://t.co/8oQPM0uQI3 https://t.co/dVT2kTdRzB",28/06/2016 20:00,joy,positive
"Every Tuesday we’ll drop hints for the next episode of #EscapeTheNight. Can you solve our first #Cluesday? https://t.co/8cR7mv8WnT",28/06/2016 19:00,anticipation,neutral
"Barack Obama needs one dance. https://t.co/99EXgivnti https://t.co/06AO4Bsxyj",28/06/2016 15:16,joy,positive
"Blowing up spray paint with The Slow Mo Guys.💥 💥 💥  https://t.co/IYpOdByvSI https://t.co/hU2ZsDuaM3",28/06/2016 01:31,amazement,positive
"Is this image black-and-white or full of color? Depends. https://t.co/Xw4dC3UdRu https://t.co/9higIOLdYH",27/06/2016 23:38,amazement,positive
".@AphexTwin dropped his 1st vid in 17 years and it was made by a 12-year-old YouTuber. Wow. https://t.co/bZwe5zzfSq https://t.co/yLXljYatMh",27/06/2016 21:09,amazement,positive
"The new #StarTrek trailer is … beyond. https://t.co/cpu4CmMKdg https://t.co/dFnDBXboiO",27/06/2016 20:12,excitement,positive
""Don't switch the blade on #NationalSunglassesDay, oh no! 😎😎😎 https://t.co/gQDdNY0AeW https://t.co/mAXMOqEIHR"",27/06/2016 18:42,joy,positive
""En garde!!! Let’s go, @MatPatGT ⚔⚔⚔  #VidCon #YTRedOriginals https://t.co/7NEsbceK1i"",27/06/2016 02:01,excitement,positive
"😱 😱 😱 #VidCon is scary!!! #FOTLD #YTRedOriginals https://t.co/JXoImcDgd2",26/06/2016 20:05,fear,negative
"It’s a Joey Graception! #EscapeTheNight #VidCon #YTRedOriginals https://t.co/s0w8OBhYGr",26/06/2016 18:40,joy,positive
""Hanging out with Dan And Phil at the #VidCon YouTube Spot. Can’t wait for #TATINOF, guyz! #YTRedOriginals https://t.co/320gJzUn0t"",26/06/2016 01:30,joy,positive
"Will the real @TheGigiGorgeous please stand up! #VidCon #YTRedOriginals https://t.co/gMC2yzcDDz",25/06/2016 22:19,joy,positive
".@MatPatGT and his #YouTubeRed fans close out #VidCon 2016. Can you feel the energy?! https://t.co/4sgBNyPwVx",25/06/2016 17:51,joy,positive
"we're hangin with @danisnotonfire and @AmazingPhil 4 real tonight. follow us on snapchat (username=youtube) to join! https://t.co/89KjZ5lEr6",24/06/2016 23:17,joy,positive
"These new #YTRedOriginals bring out the superfan in us! Which are you most excited for? https://t.co/V0YjyftiiD",24/06/2016 23:01,excitement,positive
"@ItGetsBetter We love seeing unity like this. Thanks for the 💖 #ProudToBe",24/06/2016 21:38,love,positive
""We def smell what you’re cooking, @TheRock. Welcome to the YouTube family! https://t.co/bsNmvHH0da https://t.co/bbxPuOKBQu"",24/06/2016 19:41,joy,positive
"YouTubers read mean tweets. https://t.co/Ao2wctak5g 😭😭😭  #VidCon https://t.co/XzG5Ew07MU",24/06/2016 17:17,sadness,negative
"Get a glimpse into the lives of your fave YouTubers in #Vlogumentary. #YTRedOriginals https://t.co/M2MS4EcMFu",24/06/2016 01:06,joy,positive
"Introducing a new #YTRedOriginals animated series from @VanossGaming about two detectives obsessed with the undead. https://t.co/ORpopCwXkN",24/06/2016 01:05,excitement,positive
"Your favorite internet duo joins the #YTRedOriginals family with a new show called Rhett &amp; Link’s Buddy System. https://t.co/ONQr2EJzx4",24/06/2016 01:01,joy,positive
"Just announced at #VidCon: @tweetsauce has a new educational #YTRedOriginals series coming out soon. https://t.co/DcLMDaDQ8L",24/06/2016 00:55,excitement,positive
"Wuuuut? We just heard @channingtatum’s bringing #StepUp to YouTube. Can’t wait!💃💃💃 #YTRedOriginals https://t.co/I0TZnZ8ElJ",24/06/2016 00:51,excitement,positive
"Get ready for a new feature-length comedy from @smosh! #YTRedOriginals https://t.co/vaWBRz4FOv",24/06/2016 00:38,joy,positive
"Get ready to blush. #FoursomeShow’s coming back for a new season! 😳😳😳 #YTRedOriginals https://t.co/JhFuq8CHZk",24/06/2016 00:36,joy,positive
"Rejoice, bros! #ScarePewDiePie’s coming back for a new season. #YTRedOriginals https://t.co/xUU87rxDzn",24/06/2016 00:32,joy,positive
"The @TheGigiGorgeous doc will debut exclusively as one of our upcoming #YTRedOriginals 💋 💋 💋 https://t.co/RuWFUzvzpl",24/06/2016 00:26,joy,positive
"Introducing, #SingleBy30, a modern love story from @wongfupro #YTRedOriginals https://t.co/ABrgklVDUZ",24/06/2016 00:24,love,positive
"Can YouTubers survive a zombie apocalypse? Find out in August on #FOTLD. #YTRedOriginals https://t.co/tEtOll5G8V",24/06/2016 00:21,excitement,positive
"OMG The @AmazingPhil and @danisnotonfire film #TATINOF was just announced as one of our upcoming #YTRedOriginals. https://t.co/8xA66VxenS",24/06/2016 00:18,joy,positive
"Follow us on snapchat (username=youtube) for behind-the-scenes #VidCon coverage all weekend long. https://t.co/xpC76Dfmmj",23/06/2016 22:48,joy,positive
"@JeremyJahns Always reach for the seemingly improbable, and heck, even the impossible. Congrats Jeremy!",23/06/2016 22:39,joy,positive
"@kandeejohnson We're officially so excited you're here!",23/06/2016 22:39,joy,positive
"@sesamestreet @sesamestudios Subscribe and you shall receive SCRIBBLES! We can't wait!",23/06/2016 22:39,joy,positive
"@GloZell This video is the bee's knees!",23/06/2016 22:39,joy,positive
"@sssniperwolf Absolutely!",23/06/2016 22:37,joy,positive
"Celebrate all the amazing things that women can accomplish together. https://t.co/Bm1hQgcx8e #LeanInTogether https://t.co/MARTyMs6gr",23/06/2016 18:19,optimism,positive
"We’re at #VidCon hanging out with your fave YouTubers. Follow us on snapchat (username = youtube) to join the party! https://t.co/k5L5LEdrrC",23/06/2016 15:50,joy,positive
"Stay tuned for our LIVE #VidCon announcements. Can you guess which YouTubers will get their own #YTRedOriginals? https://t.co/kbNpTwR30E",23/06/2016 03:31,anticipation,neutral
"When NYC doesn’t ❤ you back. https://t.co/wABSDJuU5b https://t.co/vIvOqWFbON",23/06/2016 00:00,sadness,negative
"@lelepons Looking AMAZING as always, Lele! #EscapeTheNight",22/06/2016 23:17,joy,positive
"@JoeyGraceffa This is going to be one ridiculous party. Here we go! #EscapeTheNight",22/06/2016 23:17,joy,positive
"@thedaveywavey Thank you for the support! #ProudToBe",22/06/2016 23:17,love,positive
"@Jus_Hill @jakebley We're proud of your flatmate too 😀 #ProudToBe",22/06/2016 23:16,joy,positive
"@kimberlymoffit So true! #ProudToBe",22/06/2016 23:16,love,positive
"@HarryCook Thanks Harry! Let us know if you have any favorites! #ProudToBe",22/06/2016 23:15,love,positive
"Have a nice refreshing slice of The Night King from #GameOfThrones. https://t.co/XHSeZMRpHw https://t.co/z7qYyqbDRq",22/06/2016 23:00,joy,positive
"Listen to the track that got @Pharrell all misty eyed a couple weeks ago ​→ https://t.co/RXgQ0cUxEr https://t.co/opUTwMSSE4",22/06/2016 22:00,joy,positive
"A year of your life for an ad experience you’ll never forget! https://t.co/3oDI733sJC #BadInternet https://t.co/gQvPmXGA6E",22/06/2016 20:48,amazement,positive
".@MatPatGT brings the phantom pain in the latest episode of #GameLab. https://t.co/UYL7RBkBBl https://t.co/Tbusl2bfRm",22/06/2016 19:30,excitement,positive
"You’re invited to a dinner to die for 😱😱😱  #EscapeTheNight starts now →  https://t.co/Jjl3134iH2 #YouTubeRed https://t.co/ysuQ0iRn66",22/06/2016 16:09,fear,negative
"@dionyorkie 👏 👏 👏 Thank you, Dion! #ProudToBe",21/06/2016 22:56,love,positive
"@jakebley Such a powerful video, Jake. It's been a tough week, but you keep us optimistic. #ProudToBe",21/06/2016 22:56,optimism,positive
"@raymondbraun And you're such an important part of that community, Raymond! #ProudToBe",21/06/2016 22:54,love,positive
"@CalumMcSwiggan And we're proud to have you in that community! Thanks Calum! #ProudToBe",21/06/2016 22:54,love,positive
"@GER_Clexa Thank you! #ProudToBe",21/06/2016 22:53,love,positive
"@HimandHim14 No. More. Hate. Too true. #ProudToBe",21/06/2016 22:50,love,positive
"@Lafond66 We're sure your strength will inspire others. Thank you, Brian! #ProudToBe",21/06/2016 22:49,optimism,positive
"The queens of @RuPaulsDragRace are #ProudToBe fabulous. https://t.co/CKuNmwd1EU https://t.co/3pW7KJ63LO",21/06/2016 22:35,joy,positive
"@mallow610 We're thrilled you're a part of #ProudToBe, Dan! Thanks for your video!",21/06/2016 22:24,love,positive
"@Thynative Thank you for sharing this powerful video. It's been a tragic week, but voices like yours keep us strong.",21/06/2016 22:24,optimism,positive
"@HeFlawless Like always, a flawless video. Thank you, Kenneth! #ProudToBe",21/06/2016 22:13,love,positive
"@MikeRizzi We're glad you're such a big part of the YouTube LGBTQ community, Michael! #ProudToBe",21/06/2016 22:11,love,positive
"@SupDaily From marching to making videos, you're an essential part of this community, Chris! #ProudToBe",21/06/2016 22:10,love,positive
"@OliviaHas2Moms Confidence and love is exactly what you need! #ProudToBe",21/06/2016 22:10,love,positive
"@soundlyawake Always proud to spotlight such beautiful voices. Thank you for adding yours! #ProudToBe",21/06/2016 22:10,love,positive
"@DonSiblon Such an amazing #ProudToBe story. Thank you for this!",21/06/2016 22:09,love,positive
"@kat_blaque What an incredible journey, Kat. We love this video! #ProudToBe",21/06/2016 22:09,love,positive
".@TreMelvin shares his pride on coming out and being bisexual. https://t.co/PHXpJseeeG #ProudToBe https://t.co/gavdulwGew",21/06/2016 21:30,love,positive
".@skylarkeleven is #ProudToBe a part of a community that values being unique and united. https://t.co/4xt2PJCIS5 https://t.co/LBHXcHBFv0",21/06/2016 20:17,love,positive
"@marcoschreuder Perfect advice! #ProudToBe",21/06/2016 20:16,love,positive
"@Lysi98 We're glad you like it! #ProudToBe",21/06/2016 20:15,love,positive
"@shep689 So much pride! We love you guys! #ProudToBe",21/06/2016 20:15,love,positive
"@SebbArgo Aww, hooray for happy tears! #ProudToBe",21/06/2016 20:09,love,positive
"Coming out for @ElloSteph was a whirlwind of emotions, but it was all worth it. https://t.co/Q3zgx8Lc8s #ProudToBe https://t.co/hfvw2pcmzM",21/06/2016 18:52,love,positive
"@WorldOfWonder @Alaska5000 @sutanamrull @KimChi_Chic Now THAT is a #ProudToBe ensemble. Well done!",21/06/2016 18:10,joy,positive
"@mitchellmoffit @Whalewatchmeplz What an inspiring, emotional video. AsapSCIENCE? More like AsapFEELINGS. #ProudToBe",21/06/2016 18:08,love,positive
"@KyleKriegerHair We know that face! And we’re so proud of it! #ProudToBe",21/06/2016 18:06,love,positive
"@MatthewLush No, thank you! So proud that you’ve been part of the YouTube LGBTQ community for so long! #ProudToBe",21/06/2016 18:04,love,positive
"Share who you're #ProudToBe in support of the LGBTQ community. https://t.co/fSTPUBtMYj https://t.co/6rUfKEVVk4",21/06/2016 17:53,love,positive
"✅  Pride
✅  Acceptance
✅  Kindness
✅  Love
🌈  Celebrate who you're #ProudToBe. https://t.co/k4fCvqaFxJ https://t.co/qjZcPGGWxz",21/06/2016 17:27,love,positive
""Phone home, @ActionMovieKid! https://t.co/ghUX7wDdXp https://t.co/syWJ1oSjM5"",20/06/2016 23:00,joy,positive
"From uncharted regions of the universe … comes the Blazing Sword! https://t.co/QKp5SNVkWH https://t.co/oqVhyrcEZt",20/06/2016 22:00,excitement,positive
"GoPros aren’t just for skydivers and parkour legends. https://t.co/eTeerVirWU https://t.co/3ayERpOMfZ",20/06/2016 21:00,amazement,positive
"Don't be afraid. Bad dreams are only dreams. 😱😱😱  https://t.co/zzi9wytC2b #DontHugMeImScared https://t.co/enhfgjhscZ",20/06/2016 20:00,fear,negative
"A collection of moving stories from refugees and creators around the world→ https://t.co/HZ1SLvrzTx #WorldRefugeeDay https://t.co/yRGEH8i6Jf",20/06/2016 16:20,sadness,negative
"The #FirstDayOfSummer got us like … https://t.co/cHZdoVh51i https://t.co/waAu4lRM3g",20/06/2016 15:08,joy,positive
"[LIVE] It’s the last day of #EDC20. Help us shut this thing down! https://t.co/DU4818YR2E https://t.co/ovp9JfbTYd",20/06/2016 03:30,joy,positive
"Still not convinced the @JABBAWOCKEEZ are human. https://t.co/8LubxXbbHt https://t.co/Reb0kcrPgc",19/06/2016 18:00,amazement,positive
"[LIVE] Day 2 of our #EDC20 livestream starts now. Let’s dance! https://t.co/XaQ3HPwU6Q https://t.co/rtl7YBOhvf",19/06/2016 03:30,joy,positive
"Comfort takes flight. https://t.co/wiVq0cUwxP https://t.co/HewiCe05qe",18/06/2016 19:00,joy,positive
"You know it’s a @ChiliPeppers party when you find a Flea in the sink. https://t.co/fzXKuF2gwm #DarkNecessities https://t.co/b15qz0Agbs",18/06/2016 16:00,joy,positive
"[LIVE] Head to Vegas to join a gazillion party kids at #EDC20 → https://t.co/SUUYavNXuS https://t.co/nvqC7b6D9n",18/06/2016 03:30,joy,positive
"An unforgettable makeup tutorial she probably won't remember. https://t.co/YUAEU9NrDx https://t.co/bPiab45hab",18/06/2016 02:00,joy,positive
""When you play the game of thrones, you bark or you meow. https://t.co/rllfMF9Tdr https://t.co/ZwzF6GwAcj"",18/06/2016 01:00,joy,positive
"What do you mean it’s 1985? https://t.co/FiH4yJkQLp https://t.co/f9sPsKYaXE",18/06/2016 00:00,surprise,neutral
